company_industry,llm_role_category_clean,skill,skill_label,postings_with_skill,total_group_postings,skill_share,skill_share_pct
Hospitality,Data Engineer,skill_r,R,0,1,0,0
Hospitality,Data Engineer,skill_reporting,Reporting,0,1,0,0
Hospitality,Data Engineer,skill_sas,Sas,0,1,0,0
Hospitality,Data Engineer,skill_sql,Sql,0,1,0,0
Hospitality,Data Engineer,skill_statistics,Statistics,0,1,0,0
Hospitality,Data Engineer,skill_tableau,Tableau,0,1,0,0
Hospitality,Database Role,skill_data_analysis,Data Analysis,1,1,1,100
Hospitality,Database Role,skill_database,Database,1,1,1,100
Hospitality,Database Role,skill_cloud,Cloud,0,1,0,0
Hospitality,Database Role,skill_communication,Communication,0,1,0,0
Hospitality,Database Role,skill_data_visualization,Data Visualization,0,1,0,0
Hospitality,Database Role,skill_etl,Etl,0,1,0,0
Hospitality,Database Role,skill_excel,Excel,0,1,0,0
Hospitality,Database Role,skill_machine_learning,Machine Learning,0,1,0,0
Hospitality,Database Role,skill_powerbi,Powerbi,0,1,0,0
Hospitality,Database Role,skill_python,Python,0,1,0,0
Hospitality,Database Role,skill_r,R,0,1,0,0
Hospitality,Database Role,skill_reporting,Reporting,0,1,0,0
Hospitality,Database Role,skill_sas,Sas,0,1,0,0
Hospitality,Database Role,skill_sql,Sql,0,1,0,0
Hospitality,Database Role,skill_statistics,Statistics,0,1,0,0
Hospitality,Database Role,skill_tableau,Tableau,0,1,0,0
Hospitality,Market Research Analyst,skill_database,Database,3,4,0.75,75
Hospitality,Market Research Analyst,skill_communication,Communication,2,4,0.5,50
Hospitality,Market Research Analyst,skill_data_analysis,Data Analysis,2,4,0.5,50
Hospitality,Market Research Analyst,skill_reporting,Reporting,1,4,0.25,25
Hospitality,Market Research Analyst,skill_cloud,Cloud,0,4,0,0
Hospitality,Market Research Analyst,skill_data_visualization,Data Visualization,0,4,0,0
Hospitality,Market Research Analyst,skill_etl,Etl,0,4,0,0
Hospitality,Market Research Analyst,skill_excel,Excel,0,4,0,0
Hospitality,Market Research Analyst,skill_machine_learning,Machine Learning,0,4,0,0
Hospitality,Market Research Analyst,skill_powerbi,Powerbi,0,4,0,0
Hospitality,Market Research Analyst,skill_python,Python,0,4,0,0
Hospitality,Market Research Analyst,skill_r,R,0,4,0,0
Hospitality,Market Research Analyst,skill_sas,Sas,0,4,0,0
Hospitality,Market Research Analyst,skill_sql,Sql,0,4,0,0
Hospitality,Market Research Analyst,skill_statistics,Statistics,0,4,0,0
Hospitality,Market Research Analyst,skill_tableau,Tableau,0,4,0,0
Hospitality,Operations Analyst,skill_data_analysis,Data Analysis,1,1,1,100
Hospitality,Operations Analyst,skill_reporting,Reporting,1,1,1,100
Hospitality,Operations Analyst,skill_cloud,Cloud,0,1,0,0
Hospitality,Operations Analyst,skill_communication,Communication,0,1,0,0
Hospitality,Operations Analyst,skill_data_visualization,Data Visualization,0,1,0,0
Hospitality,Operations Analyst,skill_database,Database,0,1,0,0
Hospitality,Operations Analyst,skill_etl,Etl,0,1,0,0
Hospitality,Operations Analyst,skill_excel,Excel,0,1,0,0
Hospitality,Operations Analyst,skill_machine_learning,Machine Learning,0,1,0,0
Hospitality,Operations Analyst,skill_powerbi,Powerbi,0,1,0,0
Hospitality,Operations Analyst,skill_python,Python,0,1,0,0
Hospitality,Operations Analyst,skill_r,R,0,1,0,0
Hospitality,Operations Analyst,skill_sas,Sas,0,1,0,0
Hospitality,Operations Analyst,skill_sql,Sql,0,1,0,0
Hospitality,Operations Analyst,skill_statistics,Statistics,0,1,0,0
Hospitality,Operations Analyst,skill_tableau,Tableau,0,1,0,0
Manufacturing,Analytics Manager,skill_data_analysis,Data Analysis,11,11,1,100
Manufacturing,Analytics Manager,skill_data_visualization,Data Visualization,2,11,0.18181818181818182,18.181818181818183
Manufacturing,Analytics Manager,skill_reporting,Reporting,1,11,0.09090909090909091,9.090909090909092
Manufacturing,Analytics Manager,skill_cloud,Cloud,0,11,0,0
Manufacturing,Analytics Manager,skill_communication,Communication,0,11,0,0
Manufacturing,Analytics Manager,skill_database,Database,0,11,0,0
Manufacturing,Analytics Manager,skill_etl,Etl,0,11,0,0
Manufacturing,Analytics Manager,skill_excel,Excel,0,11,0,0
Manufacturing,Analytics Manager,skill_machine_learning,Machine Learning,0,11,0,0
Manufacturing,Analytics Manager,skill_powerbi,Powerbi,0,11,0,0
Manufacturing,Analytics Manager,skill_python,Python,0,11,0,0
Manufacturing,Analytics Manager,skill_r,R,0,11,0,0
Manufacturing,Analytics Manager,skill_sas,Sas,0,11,0,0
Manufacturing,Analytics Manager,skill_sql,Sql,0,11,0,0
Manufacturing,Analytics Manager,skill_statistics,Statistics,0,11,0,0
Manufacturing,Analytics Manager,skill_tableau,Tableau,0,11,0,0
Manufacturing,Business Analyst,skill_cloud,Cloud,0,1,0,0
Manufacturing,Business Analyst,skill_communication,Communication,0,1,0,0
Manufacturing,Business Analyst,skill_data_analysis,Data Analysis,0,1,0,0
Manufacturing,Business Analyst,skill_data_visualization,Data Visualization,0,1,0,0
Manufacturing,Business Analyst,skill_database,Database,0,1,0,0
Manufacturing,Business Analyst,skill_etl,Etl,0,1,0,0
Manufacturing,Business Analyst,skill_excel,Excel,0,1,0,0
Manufacturing,Business Analyst,skill_machine_learning,Machine Learning,0,1,0,0
Manufacturing,Business Analyst,skill_powerbi,Powerbi,0,1,0,0
Manufacturing,Business Analyst,skill_python,Python,0,1,0,0
Manufacturing,Business Analyst,skill_r,R,0,1,0,0
Manufacturing,Business Analyst,skill_reporting,Reporting,0,1,0,0
Manufacturing,Business Analyst,skill_sas,Sas,0,1,0,0
Manufacturing,Business Analyst,skill_sql,Sql,0,1,0,0
Manufacturing,Business Analyst,skill_statistics,Statistics,0,1,0,0
Manufacturing,Business Analyst,skill_tableau,Tableau,0,1,0,0
Manufacturing,Data Analyst,skill_data_visualization,Data Visualization,1,2,0.5,50
Manufacturing,Data Analyst,skill_database,Database,1,2,0.5,50
Manufacturing,Data Analyst,skill_powerbi,Powerbi,1,2,0.5,50
Manufacturing,Data Analyst,skill_reporting,Reporting,1,2,0.5,50
Manufacturing,Data Analyst,skill_sql,Sql,1,2,0.5,50
Manufacturing,Data Analyst,skill_cloud,Cloud,0,2,0,0
Manufacturing,Data Analyst,skill_communication,Communication,0,2,0,0
Manufacturing,Data Analyst,skill_data_analysis,Data Analysis,0,2,0,0
Manufacturing,Data Analyst,skill_etl,Etl,0,2,0,0
Manufacturing,Data Analyst,skill_excel,Excel,0,2,0,0
Manufacturing,Data Analyst,skill_machine_learning,Machine Learning,0,2,0,0
Manufacturing,Data Analyst,skill_python,Python,0,2,0,0
Manufacturing,Data Analyst,skill_r,R,0,2,0,0
Manufacturing,Data Analyst,skill_sas,Sas,0,2,0,0
Manufacturing,Data Analyst,skill_statistics,Statistics,0,2,0,0
Manufacturing,Data Analyst,skill_tableau,Tableau,0,2,0,0
Manufacturing,Data Engineer,skill_cloud,Cloud,0,1,0,0
Manufacturing,Data Engineer,skill_communication,Communication,0,1,0,0
Manufacturing,Data Engineer,skill_data_analysis,Data Analysis,0,1,0,0
Manufacturing,Data Engineer,skill_data_visualization,Data Visualization,0,1,0,0
Manufacturing,Data Engineer,skill_database,Database,0,1,0,0
Manufacturing,Data Engineer,skill_etl,Etl,0,1,0,0
Manufacturing,Data Engineer,skill_excel,Excel,0,1,0,0
Manufacturing,Data Engineer,skill_machine_learning,Machine Learning,0,1,0,0
Manufacturing,Data Engineer,skill_powerbi,Powerbi,0,1,0,0
Manufacturing,Data Engineer,skill_python,Python,0,1,0,0
Manufacturing,Data Engineer,skill_r,R,0,1,0,0
Manufacturing,Data Engineer,skill_reporting,Reporting,0,1,0,0
Manufacturing,Data Engineer,skill_sas,Sas,0,1,0,0
Manufacturing,Data Engineer,skill_sql,Sql,0,1,0,0
Manufacturing,Data Engineer,skill_statistics,Statistics,0,1,0,0
Manufacturing,Data Engineer,skill_tableau,Tableau,0,1,0,0
Manufacturing,Data Scientist,skill_cloud,Cloud,0,1,0,0
Manufacturing,Data Scientist,skill_communication,Communication,0,1,0,0
Manufacturing,Data Scientist,skill_data_analysis,Data Analysis,0,1,0,0
Manufacturing,Data Scientist,skill_data_visualization,Data Visualization,0,1,0,0
Manufacturing,Data Scientist,skill_database,Database,0,1,0,0
Manufacturing,Data Scientist,skill_etl,Etl,0,1,0,0
Manufacturing,Data Scientist,skill_excel,Excel,0,1,0,0
Manufacturing,Data Scientist,skill_machine_learning,Machine Learning,0,1,0,0
Manufacturing,Data Scientist,skill_powerbi,Powerbi,0,1,0,0
Manufacturing,Data Scientist,skill_python,Python,0,1,0,0
Manufacturing,Data Scientist,skill_r,R,0,1,0,0
Manufacturing,Data Scientist,skill_reporting,Reporting,0,1,0,0
Manufacturing,Data Scientist,skill_sas,Sas,0,1,0,0
Manufacturing,Data Scientist,skill_sql,Sql,0,1,0,0
Manufacturing,Data Scientist,skill_statistics,Statistics,0,1,0,0
Manufacturing,Data Scientist,skill_tableau,Tableau,0,1,0,0
Manufacturing,Database Role,skill_database,Database,3,3,1,100
Manufacturing,Database Role,skill_reporting,Reporting,1,3,0.3333333333333333,33.33333333333333
Manufacturing,Database Role,skill_cloud,Cloud,0,3,0,0
Manufacturing,Database Role,skill_communication,Communication,0,3,0,0
Manufacturing,Database Role,skill_data_analysis,Data Analysis,0,3,0,0
Manufacturing,Database Role,skill_data_visualization,Data Visualization,0,3,0,0
Manufacturing,Database Role,skill_etl,Etl,0,3,0,0
Manufacturing,Database Role,skill_excel,Excel,0,3,0,0
Manufacturing,Database Role,skill_machine_learning,Machine Learning,0,3,0,0
Manufacturing,Database Role,skill_powerbi,Powerbi,0,3,0,0
Manufacturing,Database Role,skill_python,Python,0,3,0,0
Manufacturing,Database Role,skill_r,R,0,3,0,0
Manufacturing,Database Role,skill_sas,Sas,0,3,0,0
Manufacturing,Database Role,skill_sql,Sql,0,3,0,0
Manufacturing,Database Role,skill_statistics,Statistics,0,3,0,0
Manufacturing,Database Role,skill_tableau,Tableau,0,3,0,0
Manufacturing,Financial Analyst,skill_data_analysis,Data Analysis,3,19,0.15789473684210525,15.789473684210526
Manufacturing,Financial Analyst,skill_reporting,Reporting,1,19,0.05263157894736842,5.263157894736842
Manufacturing,Financial Analyst,skill_statistics,Statistics,1,19,0.05263157894736842,5.263157894736842
Manufacturing,Financial Analyst,skill_cloud,Cloud,0,19,0,0
Manufacturing,Financial Analyst,skill_communication,Communication,0,19,0,0
Manufacturing,Financial Analyst,skill_data_visualization,Data Visualization,0,19,0,0
Manufacturing,Financial Analyst,skill_database,Database,0,19,0,0
Manufacturing,Financial Analyst,skill_etl,Etl,0,19,0,0
Manufacturing,Financial Analyst,skill_excel,Excel,0,19,0,0
Manufacturing,Financial Analyst,skill_machine_learning,Machine Learning,0,19,0,0
Manufacturing,Financial Analyst,skill_powerbi,Powerbi,0,19,0,0
Manufacturing,Financial Analyst,skill_python,Python,0,19,0,0
Manufacturing,Financial Analyst,skill_r,R,0,19,0,0
Manufacturing,Financial Analyst,skill_sas,Sas,0,19,0,0
Manufacturing,Financial Analyst,skill_sql,Sql,0,19,0,0
Manufacturing,Financial Analyst,skill_tableau,Tableau,0,19,0,0
Manufacturing,Market Research Analyst,skill_cloud,Cloud,0,2,0,0
Manufacturing,Market Research Analyst,skill_communication,Communication,0,2,0,0
Manufacturing,Market Research Analyst,skill_data_analysis,Data Analysis,0,2,0,0
Manufacturing,Market Research Analyst,skill_data_visualization,Data Visualization,0,2,0,0
Manufacturing,Market Research Analyst,skill_database,Database,0,2,0,0
Manufacturing,Market Research Analyst,skill_etl,Etl,0,2,0,0
Manufacturing,Market Research Analyst,skill_excel,Excel,0,2,0,0
Manufacturing,Market Research Analyst,skill_machine_learning,Machine Learning,0,2,0,0
Manufacturing,Market Research Analyst,skill_powerbi,Powerbi,0,2,0,0
Manufacturing,Market Research Analyst,skill_python,Python,0,2,0,0
Manufacturing,Market Research Analyst,skill_r,R,0,2,0,0
Manufacturing,Market Research Analyst,skill_reporting,Reporting,0,2,0,0
Manufacturing,Market Research Analyst,skill_sas,Sas,0,2,0,0
Manufacturing,Market Research Analyst,skill_sql,Sql,0,2,0,0
Manufacturing,Market Research Analyst,skill_statistics,Statistics,0,2,0,0
Manufacturing,Market Research Analyst,skill_tableau,Tableau,0,2,0,0
Manufacturing,Operations Analyst,skill_reporting,Reporting,2,4,0.5,50
Manufacturing,Operations Analyst,skill_communication,Communication,1,4,0.25,25
Manufacturing,Operations Analyst,skill_cloud,Cloud,0,4,0,0
Manufacturing,Operations Analyst,skill_data_analysis,Data Analysis,0,4,0,0
Manufacturing,Operations Analyst,skill_data_visualization,Data Visualization,0,4,0,0
Manufacturing,Operations Analyst,skill_database,Database,0,4,0,0
Manufacturing,Operations Analyst,skill_etl,Etl,0,4,0,0
Manufacturing,Operations Analyst,skill_excel,Excel,0,4,0,0
Manufacturing,Operations Analyst,skill_machine_learning,Machine Learning,0,4,0,0
Manufacturing,Operations Analyst,skill_powerbi,Powerbi,0,4,0,0
Manufacturing,Operations Analyst,skill_python,Python,0,4,0,0
Manufacturing,Operations Analyst,skill_r,R,0,4,0,0
Manufacturing,Operations Analyst,skill_sas,Sas,0,4,0,0
Manufacturing,Operations Analyst,skill_sql,Sql,0,4,0,0
Manufacturing,Operations Analyst,skill_statistics,Statistics,0,4,0,0
Manufacturing,Operations Analyst,skill_tableau,Tableau,0,4,0,0
Manufacturing,Other Data/Analytics Role,skill_r,R,1,1,1,100
Manufacturing,Other Data/Analytics Role,skill_cloud,Cloud,0,1,0,0
Manufacturing,Other Data/Analytics Role,skill_communication,Communication,0,1,0,0
Manufacturing,Other Data/Analytics Role,skill_data_analysis,Data Analysis,0,1,0,0
Manufacturing,Other Data/Analytics Role,skill_data_visualization,Data Visualization,0,1,0,0
Manufacturing,Other Data/Analytics Role,skill_database,Database,0,1,0,0
Manufacturing,Other Data/Analytics Role,skill_etl,Etl,0,1,0,0
Manufacturing,Other Data/Analytics Role,skill_excel,Excel,0,1,0,0
Manufacturing,Other Data/Analytics Role,skill_machine_learning,Machine Learning,0,1,0,0
Manufacturing,Other Data/Analytics Role,skill_powerbi,Powerbi,0,1,0,0
Manufacturing,Other Data/Analytics Role,skill_python,Python,0,1,0,0
Manufacturing,Other Data/Analytics Role,skill_reporting,Reporting,0,1,0,0
Manufacturing,Other Data/Analytics Role,skill_sas,Sas,0,1,0,0
Manufacturing,Other Data/Analytics Role,skill_sql,Sql,0,1,0,0
Manufacturing,Other Data/Analytics Role,skill_statistics,Statistics,0,1,0,0
Manufacturing,Other Data/Analytics Role,skill_tableau,Tableau,0,1,0,0
Manufacturing,Product Analyst,skill_cloud,Cloud,0,4,0,0
Manufacturing,Product Analyst,skill_communication,Communication,0,4,0,0
Manufacturing,Product Analyst,skill_data_analysis,Data Analysis,0,4,0,0
Manufacturing,Product Analyst,skill_data_visualization,Data Visualization,0,4,0,0
Manufacturing,Product Analyst,skill_database,Database,0,4,0,0
Manufacturing,Product Analyst,skill_etl,Etl,0,4,0,0
Manufacturing,Product Analyst,skill_excel,Excel,0,4,0,0
Manufacturing,Product Analyst,skill_machine_learning,Machine Learning,0,4,0,0
Manufacturing,Product Analyst,skill_powerbi,Powerbi,0,4,0,0
Manufacturing,Product Analyst,skill_python,Python,0,4,0,0
Manufacturing,Product Analyst,skill_r,R,0,4,0,0
Manufacturing,Product Analyst,skill_reporting,Reporting,0,4,0,0
Manufacturing,Product Analyst,skill_sas,Sas,0,4,0,0
Manufacturing,Product Analyst,skill_sql,Sql,0,4,0,0
Manufacturing,Product Analyst,skill_statistics,Statistics,0,4,0,0
Manufacturing,Product Analyst,skill_tableau,Tableau,0,4,0,0
Manufacturing,Reporting Analyst,skill_reporting,Reporting,1,1,1,100
Manufacturing,Reporting Analyst,skill_cloud,Cloud,0,1,0,0
Manufacturing,Reporting Analyst,skill_communication,Communication,0,1,0,0
Manufacturing,Reporting Analyst,skill_data_analysis,Data Analysis,0,1,0,0
Manufacturing,Reporting Analyst,skill_data_visualization,Data Visualization,0,1,0,0
Manufacturing,Reporting Analyst,skill_database,Database,0,1,0,0
Manufacturing,Reporting Analyst,skill_etl,Etl,0,1,0,0
Manufacturing,Reporting Analyst,skill_excel,Excel,0,1,0,0
Manufacturing,Reporting Analyst,skill_machine_learning,Machine Learning,0,1,0,0
Manufacturing,Reporting Analyst,skill_powerbi,Powerbi,0,1,0,0
Manufacturing,Reporting Analyst,skill_python,Python,0,1,0,0
Manufacturing,Reporting Analyst,skill_r,R,0,1,0,0
Manufacturing,Reporting Analyst,skill_sas,Sas,0,1,0,0
Manufacturing,Reporting Analyst,skill_sql,Sql,0,1,0,0
Manufacturing,Reporting Analyst,skill_statistics,Statistics,0,1,0,0
Manufacturing,Reporting Analyst,skill_tableau,Tableau,0,1,0,0
Media / Entertainment,Analytics Manager,skill_data_analysis,Data Analysis,12,12,1,100
Media / Entertainment,Analytics Manager,skill_reporting,Reporting,2,12,0.16666666666666666,16.666666666666664
Media / Entertainment,Analytics Manager,skill_data_visualization,Data Visualization,1,12,0.08333333333333333,8.333333333333332
Media / Entertainment,Analytics Manager,skill_excel,Excel,1,12,0.08333333333333333,8.333333333333332
Media / Entertainment,Analytics Manager,skill_statistics,Statistics,1,12,0.08333333333333333,8.333333333333332
Media / Entertainment,Analytics Manager,skill_cloud,Cloud,0,12,0,0
Media / Entertainment,Analytics Manager,skill_communication,Communication,0,12,0,0
Media / Entertainment,Analytics Manager,skill_database,Database,0,12,0,0
Media / Entertainment,Analytics Manager,skill_etl,Etl,0,12,0,0
Media / Entertainment,Analytics Manager,skill_machine_learning,Machine Learning,0,12,0,0
Media / Entertainment,Analytics Manager,skill_powerbi,Powerbi,0,12,0,0
Media / Entertainment,Analytics Manager,skill_python,Python,0,12,0,0
Media / Entertainment,Analytics Manager,skill_r,R,0,12,0,0
Media / Entertainment,Analytics Manager,skill_sas,Sas,0,12,0,0
Media / Entertainment,Analytics Manager,skill_sql,Sql,0,12,0,0
Media / Entertainment,Analytics Manager,skill_tableau,Tableau,0,12,0,0
Media / Entertainment,Data Analyst,skill_data_analysis,Data Analysis,1,1,1,100
Media / Entertainment,Data Analyst,skill_cloud,Cloud,0,1,0,0
Media / Entertainment,Data Analyst,skill_communication,Communication,0,1,0,0
Media / Entertainment,Data Analyst,skill_data_visualization,Data Visualization,0,1,0,0
Media / Entertainment,Data Analyst,skill_database,Database,0,1,0,0
Media / Entertainment,Data Analyst,skill_etl,Etl,0,1,0,0
Media / Entertainment,Data Analyst,skill_excel,Excel,0,1,0,0
Media / Entertainment,Data Analyst,skill_machine_learning,Machine Learning,0,1,0,0
Media / Entertainment,Data Analyst,skill_powerbi,Powerbi,0,1,0,0
Media / Entertainment,Data Analyst,skill_python,Python,0,1,0,0
Media / Entertainment,Data Analyst,skill_r,R,0,1,0,0
Media / Entertainment,Data Analyst,skill_reporting,Reporting,0,1,0,0
Media / Entertainment,Data Analyst,skill_sas,Sas,0,1,0,0
Media / Entertainment,Data Analyst,skill_sql,Sql,0,1,0,0
Media / Entertainment,Data Analyst,skill_statistics,Statistics,0,1,0,0
Media / Entertainment,Data Analyst,skill_tableau,Tableau,0,1,0,0
Media / Entertainment,Data Engineer,skill_data_analysis,Data Analysis,3,4,0.75,75
Media / Entertainment,Data Engineer,skill_machine_learning,Machine Learning,3,4,0.75,75
Media / Entertainment,Data Engineer,skill_etl,Etl,1,4,0.25,25
Media / Entertainment,Data Engineer,skill_cloud,Cloud,0,4,0,0
Media / Entertainment,Data Engineer,skill_communication,Communication,0,4,0,0
Media / Entertainment,Data Engineer,skill_data_visualization,Data Visualization,0,4,0,0
Media / Entertainment,Data Engineer,skill_database,Database,0,4,0,0
Media / Entertainment,Data Engineer,skill_excel,Excel,0,4,0,0
Media / Entertainment,Data Engineer,skill_powerbi,Powerbi,0,4,0,0
Media / Entertainment,Data Engineer,skill_python,Python,0,4,0,0
Media / Entertainment,Data Engineer,skill_r,R,0,4,0,0
Media / Entertainment,Data Engineer,skill_reporting,Reporting,0,4,0,0
Media / Entertainment,Data Engineer,skill_sas,Sas,0,4,0,0
Media / Entertainment,Data Engineer,skill_sql,Sql,0,4,0,0
Media / Entertainment,Data Engineer,skill_statistics,Statistics,0,4,0,0
Media / Entertainment,Data Engineer,skill_tableau,Tableau,0,4,0,0
Media / Entertainment,Data Scientist,skill_data_analysis,Data Analysis,1,2,0.5,50
Media / Entertainment,Data Scientist,skill_cloud,Cloud,0,2,0,0
Media / Entertainment,Data Scientist,skill_communication,Communication,0,2,0,0
Media / Entertainment,Data Scientist,skill_data_visualization,Data Visualization,0,2,0,0
Media / Entertainment,Data Scientist,skill_database,Database,0,2,0,0
Media / Entertainment,Data Scientist,skill_etl,Etl,0,2,0,0
Media / Entertainment,Data Scientist,skill_excel,Excel,0,2,0,0
Media / Entertainment,Data Scientist,skill_machine_learning,Machine Learning,0,2,0,0
Media / Entertainment,Data Scientist,skill_powerbi,Powerbi,0,2,0,0
Media / Entertainment,Data Scientist,skill_python,Python,0,2,0,0
Media / Entertainment,Data Scientist,skill_r,R,0,2,0,0
Media / Entertainment,Data Scientist,skill_reporting,Reporting,0,2,0,0
Media / Entertainment,Data Scientist,skill_sas,Sas,0,2,0,0
Media / Entertainment,Data Scientist,skill_sql,Sql,0,2,0,0
Media / Entertainment,Data Scientist,skill_statistics,Statistics,0,2,0,0
Media / Entertainment,Data Scientist,skill_tableau,Tableau,0,2,0,0
Media / Entertainment,Financial Analyst,skill_cloud,Cloud,0,1,0,0
Media / Entertainment,Financial Analyst,skill_communication,Communication,0,1,0,0
Media / Entertainment,Financial Analyst,skill_data_analysis,Data Analysis,0,1,0,0
Media / Entertainment,Financial Analyst,skill_data_visualization,Data Visualization,0,1,0,0
Media / Entertainment,Financial Analyst,skill_database,Database,0,1,0,0
Media / Entertainment,Financial Analyst,skill_etl,Etl,0,1,0,0
Media / Entertainment,Financial Analyst,skill_excel,Excel,0,1,0,0
Media / Entertainment,Financial Analyst,skill_machine_learning,Machine Learning,0,1,0,0
Media / Entertainment,Financial Analyst,skill_powerbi,Powerbi,0,1,0,0
Media / Entertainment,Financial Analyst,skill_python,Python,0,1,0,0
Media / Entertainment,Financial Analyst,skill_r,R,0,1,0,0
Media / Entertainment,Financial Analyst,skill_reporting,Reporting,0,1,0,0
Media / Entertainment,Financial Analyst,skill_sas,Sas,0,1,0,0
Media / Entertainment,Financial Analyst,skill_sql,Sql,0,1,0,0
Media / Entertainment,Financial Analyst,skill_statistics,Statistics,0,1,0,0
Media / Entertainment,Financial Analyst,skill_tableau,Tableau,0,1,0,0
Media / Entertainment,Market Research Analyst,skill_data_analysis,Data Analysis,1,6,0.16666666666666666,16.666666666666664
Media / Entertainment,Market Research Analyst,skill_reporting,Reporting,1,6,0.16666666666666666,16.666666666666664
Media / Entertainment,Market Research Analyst,skill_cloud,Cloud,0,6,0,0
Media / Entertainment,Market Research Analyst,skill_communication,Communication,0,6,0,0
Media / Entertainment,Market Research Analyst,skill_data_visualization,Data Visualization,0,6,0,0
Media / Entertainment,Market Research Analyst,skill_database,Database,0,6,0,0
Media / Entertainment,Market Research Analyst,skill_etl,Etl,0,6,0,0
Media / Entertainment,Market Research Analyst,skill_excel,Excel,0,6,0,0
Media / Entertainment,Market Research Analyst,skill_machine_learning,Machine Learning,0,6,0,0
Media / Entertainment,Market Research Analyst,skill_powerbi,Powerbi,0,6,0,0
Media / Entertainment,Market Research Analyst,skill_python,Python,0,6,0,0
Media / Entertainment,Market Research Analyst,skill_r,R,0,6,0,0
Media / Entertainment,Market Research Analyst,skill_sas,Sas,0,6,0,0
Media / Entertainment,Market Research Analyst,skill_sql,Sql,0,6,0,0
Media / Entertainment,Market Research Analyst,skill_statistics,Statistics,0,6,0,0
Media / Entertainment,Market Research Analyst,skill_tableau,Tableau,0,6,0,0
Media / Entertainment,Other Data/Analytics Role,skill_reporting,Reporting,1,5,0.2,20
Media / Entertainment,Other Data/Analytics Role,skill_cloud,Cloud,0,5,0,0
Media / Entertainment,Other Data/Analytics Role,skill_communication,Communication,0,5,0,0
Media / Entertainment,Other Data/Analytics Role,skill_data_analysis,Data Analysis,0,5,0,0
Media / Entertainment,Other Data/Analytics Role,skill_data_visualization,Data Visualization,0,5,0,0
Media / Entertainment,Other Data/Analytics Role,skill_database,Database,0,5,0,0
Media / Entertainment,Other Data/Analytics Role,skill_etl,Etl,0,5,0,0
Media / Entertainment,Other Data/Analytics Role,skill_excel,Excel,0,5,0,0
Media / Entertainment,Other Data/Analytics Role,skill_machine_learning,Machine Learning,0,5,0,0
Media / Entertainment,Other Data/Analytics Role,skill_powerbi,Powerbi,0,5,0,0
Media / Entertainment,Other Data/Analytics Role,skill_python,Python,0,5,0,0
Media / Entertainment,Other Data/Analytics Role,skill_r,R,0,5,0,0
Media / Entertainment,Other Data/Analytics Role,skill_sas,Sas,0,5,0,0
Media / Entertainment,Other Data/Analytics Role,skill_sql,Sql,0,5,0,0
Media / Entertainment,Other Data/Analytics Role,skill_statistics,Statistics,0,5,0,0
Media / Entertainment,Other Data/Analytics Role,skill_tableau,Tableau,0,5,0,0
Media / Entertainment,Product Analyst,skill_cloud,Cloud,1,5,0.2,20
Media / Entertainment,Product Analyst,skill_data_analysis,Data Analysis,1,5,0.2,20
Media / Entertainment,Product Analyst,skill_communication,Communication,0,5,0,0
Media / Entertainment,Product Analyst,skill_data_visualization,Data Visualization,0,5,0,0
Media / Entertainment,Product Analyst,skill_database,Database,0,5,0,0
Media / Entertainment,Product Analyst,skill_etl,Etl,0,5,0,0
Media / Entertainment,Product Analyst,skill_excel,Excel,0,5,0,0
Media / Entertainment,Product Analyst,skill_machine_learning,Machine Learning,0,5,0,0
Media / Entertainment,Product Analyst,skill_powerbi,Powerbi,0,5,0,0
Media / Entertainment,Product Analyst,skill_python,Python,0,5,0,0
Media / Entertainment,Product Analyst,skill_r,R,0,5,0,0
Media / Entertainment,Product Analyst,skill_reporting,Reporting,0,5,0,0
Media / Entertainment,Product Analyst,skill_sas,Sas,0,5,0,0
Media / Entertainment,Product Analyst,skill_sql,Sql,0,5,0,0
Media / Entertainment,Product Analyst,skill_statistics,Statistics,0,5,0,0
Media / Entertainment,Product Analyst,skill_tableau,Tableau,0,5,0,0
Media / Entertainment,Reporting Analyst,skill_reporting,Reporting,8,8,1,100
Media / Entertainment,Reporting Analyst,skill_data_analysis,Data Analysis,2,8,0.25,25
Media / Entertainment,Reporting Analyst,skill_cloud,Cloud,0,8,0,0
Media / Entertainment,Reporting Analyst,skill_communication,Communication,0,8,0,0
Media / Entertainment,Reporting Analyst,skill_data_visualization,Data Visualization,0,8,0,0
Media / Entertainment,Reporting Analyst,skill_database,Database,0,8,0,0
Media / Entertainment,Reporting Analyst,skill_etl,Etl,0,8,0,0
Media / Entertainment,Reporting Analyst,skill_excel,Excel,0,8,0,0
Media / Entertainment,Reporting Analyst,skill_machine_learning,Machine Learning,0,8,0,0
Media / Entertainment,Reporting Analyst,skill_powerbi,Powerbi,0,8,0,0
Media / Entertainment,Reporting Analyst,skill_python,Python,0,8,0,0
Media / Entertainment,Reporting Analyst,skill_r,R,0,8,0,0
Media / Entertainment,Reporting Analyst,skill_sas,Sas,0,8,0,0
Media / Entertainment,Reporting Analyst,skill_sql,Sql,0,8,0,0
Media / Entertainment,Reporting Analyst,skill_statistics,Statistics,0,8,0,0
Media / Entertainment,Reporting Analyst,skill_tableau,Tableau,0,8,0,0
Nonprofit,Analytics Manager,skill_communication,Communication,1,1,1,100
Nonprofit,Analytics Manager,skill_data_analysis,Data Analysis,1,1,1,100
Nonprofit,Analytics Manager,skill_reporting,Reporting,1,1,1,100
